	2.000000E-5	-0.005493	-0.012054	0.590820
	4.000000E-5	-0.003357	-0.013123	0.583191
	6.000000E-5	-0.002441	-0.014343	0.579224
	8.000000E-5	-0.003967	-0.017242	0.581360
	0.000100	-0.004578	-0.017395	0.584412
	0.000120	-0.009613	-0.014648	0.573120
	0.000140	-0.011292	-0.011597	0.571899
	0.000160	-0.012207	-0.010681	0.568848
	0.000180	-0.011902	-0.010986	0.560913
	0.000200	-0.010223	-0.012970	0.563354
	0.000220	-0.007935	-0.008392	0.565491
	0.000240	-0.007019	-0.012207	0.562744
	0.000260	-0.005493	-0.009766	0.562439
	0.000280	-0.005188	-0.013275	0.566101
	0.000300	-0.003662	-0.016174	0.563660
	0.000320	0.000000	-0.015411	0.563660
	0.000340	0.000305	-0.017242	0.555725
	0.000360	-0.000916	-0.018005	0.557556
	0.000380	-0.002747	-0.015106	0.555115
	0.000400	-0.002747	-0.012360	0.553589
	0.000420	0.002136	-0.009918	0.551147
	0.000440	0.001526	-0.009308	0.548096
	0.000460	0.000916	-0.013123	0.546875
	0.000480	0.001221	-0.012512	0.551147
	0.000500	0.003967	-0.014801	0.548401
	0.000520	0.004120	-0.012360	0.547485
	0.000540	0.003510	-0.010986	0.552979
	0.000560	-0.000916	-0.012054	0.548401
	0.000580	-0.008392	-0.012207	0.545959
	0.000600	-0.011444	-0.012665	0.545044
	0.000620	-0.013733	-0.012054	0.545654
	0.000640	-0.009308	-0.012207	0.542603
	0.000660	-0.007477	-0.009918	0.545044
	0.000680	-0.009308	-0.010223	0.546570
	0.000700	-0.010071	-0.012054	0.544434
	0.000720	-0.007019	-0.013428	0.543518
	0.000740	-0.005951	-0.009918	0.540771
	0.000760	-0.006561	-0.011444	0.541077
	0.000780	-0.008698	-0.014343	0.542297
	0.000800	-0.010681	-0.015717	0.541382
	0.000820	-0.013275	-0.016479	0.541992
	0.000840	-0.011292	-0.019836	0.541992
	0.000860	-0.017395	-0.021667	0.546570
	0.000880	-0.016174	-0.022888	0.550842
	0.000900	-0.015106	-0.020294	0.556641
	0.000920	-0.015106	-0.018616	0.563354
	0.000940	-0.018158	-0.017090	0.560303
	0.000960	-0.014343	-0.017090	0.566101
	0.000980	-0.014801	-0.015259	0.568237
	0.001000	-0.017548	-0.014801	0.581055
	0.001020	-0.015717	-0.020294	0.580139
	0.001040	-0.007172	-0.019989	0.577393
	0.001060	-0.010681	-0.021973	0.576782
	0.001080	-0.009003	-0.020752	0.573425
	0.001100	-0.008698	-0.021973	0.583801
	0.001120	-0.012054	-0.020294	0.579224
	0.001140	-0.011597	-0.018616	0.575562
	0.001160	-0.006866	-0.018005	0.574036
	0.001180	-0.005646	-0.018463	0.567932
	0.001200	-0.005341	-0.018616	0.569153
	0.001220	-0.003815	-0.019073	0.570679
	0.001240	-0.006866	-0.019073	0.569458
	0.001260	-0.002899	-0.025024	0.573425
	0.001280	-0.005798	-0.025482	0.573120
	0.001300	-0.006561	-0.024719	0.572815
	0.001320	-0.007019	-0.026093	0.582581
	0.001340	-0.007629	-0.027161	0.582581
	0.001360	-0.010223	-0.028534	0.593262
	0.001380	-0.008545	-0.028076	0.592957
	0.001400	-0.007629	-0.028839	0.609131
	0.001420	-0.012817	-0.027161	0.607910
	0.001440	-0.014496	-0.025177	0.613708
