	2.000000E-5	-0.002136	-0.014954	0.606689
	4.000000E-5	0.001526	-0.014343	0.607300
	6.000000E-5	-0.001984	-0.015869	0.609131
	8.000000E-5	-0.005798	-0.016785	0.616455
	0.000100	-0.002441	-0.015564	0.619202
	0.000120	0.000610	-0.014496	0.615845
	0.000140	0.001373	-0.013885	0.610046
	0.000160	-0.000763	-0.013580	0.615234
	0.000180	-0.002441	-0.016479	0.608826
	0.000200	-0.005035	-0.016174	0.613708
	0.000220	-0.000763	-0.016479	0.602722
	0.000240	0.001526	-0.016022	0.598145
	0.000260	0.000000	-0.014954	0.598145
	0.000280	-0.005798	-0.014801	0.600891
	0.000300	-0.003357	-0.013885	0.597229
	0.000320	-0.002289	-0.012970	0.590820
	0.000340	-0.000305	-0.015106	0.578613
	0.000360	0.002594	-0.016327	0.574341
	0.000380	0.001678	-0.015869	0.565491
	0.000400	0.004578	-0.014648	0.556641
	0.000420	0.008392	-0.014648	0.552673
	0.000440	0.008240	-0.014954	0.555115
	0.000460	0.013733	-0.014343	0.557861
	0.000480	0.016022	-0.011597	0.562439
	0.000500	0.014954	-0.010223	0.563965
	0.000520	0.009613	-0.009003	0.566406
	0.000540	0.009918	-0.008850	0.561829
	0.000560	0.005188	-0.009613	0.563049
	0.000580	0.001068	-0.010071	0.563049
	0.000600	0.000000	-0.010376	0.562744
	0.000620	0.003204	-0.009460	0.563965
	0.000640	0.006714	-0.010071	0.572510
	0.000660	0.010681	-0.011444	0.570068
	0.000680	0.005951	-0.009766	0.575867
	0.000700	0.009003	-0.009613	0.573425
	0.000720	0.011139	-0.008087	0.581360
	0.000740	0.011139	-0.006256	0.578918
	0.000760	0.007019	-0.009003	0.576172
	0.000780	0.009460	-0.007935	0.575562
	0.000800	0.006104	-0.006409	0.575256
	0.000820	0.003357	-0.006409	0.577087
	0.000840	0.000000	-0.003662	0.575256
	0.000860	0.003052	-0.003204	0.578918
	0.000880	0.004883	-0.004272	0.571289
	0.000900	0.001831	-0.003967	0.567627
	0.000920	-0.002289	-0.002899	0.574646
	0.000940	-0.005951	0.000458	0.574951
	0.000960	-0.010529	-0.002136	0.567627
	0.000980	-0.005798	-0.003204	0.565796
	0.001000	-0.002747	-0.005188	0.560608
	0.001020	-0.008850	-0.004425	0.563660
	0.001040	-0.008850	-0.001984	0.570068
	0.001060	-0.010223	-0.003815	0.571899
	0.001080	-0.015106	-0.003662	0.576782
	0.001100	-0.013428	-0.003662	0.582886
	0.001120	-0.013733	-0.001678	0.575256
	0.001140	-0.013580	-0.004272	0.571594
	0.001160	-0.013123	-0.003204	0.571899
	0.001180	-0.009308	-0.000763	0.572815
	0.001200	-0.011597	-0.001831	0.574036
	0.001220	-0.014038	0.000000	0.567932
	0.001240	-0.015564	0.000000	0.568542
	0.001260	-0.019379	0.000000	0.575256
	0.001280	-0.017853	0.000916	0.572510
	0.001300	-0.016022	0.004730	0.571899
	0.001320	-0.015869	0.005798	0.575562
	0.001340	-0.017548	0.005798	0.581055
	0.001360	-0.018921	0.003815	0.580139
	0.001380	-0.018311	0.002747	0.577087
	0.001400	-0.017090	0.002441	0.582275
	0.001420	-0.014954	0.000153	0.580444
	0.001440	-0.011597	-0.002899	0.573730
	0.001460	-0.011139	-0.000763	0.569763
	0.001480	-0.016937	-0.000305	0.569153
	0.001500	-0.017853	0.000916	0.573425
	0.001520	-0.017853	0.001068	0.573120
	0.001540	-0.021515	0.003052	0.582275
	0.001560	-0.020447	0.004120	0.583191
	0.001580	-0.015564	0.003967	0.592041
	0.001600	-0.017242	0.007935	0.590515
	0.001620	-0.016174	0.009003	0.584106
	0.001640	-0.013428	0.008392	0.580444
	0.001660	-0.012207	0.008087	0.574341
	0.001680	-0.015717	0.006409	0.577698
	0.001700	-0.017700	0.009155	0.579834
	0.001720	-0.017700	0.007172	0.570679
	0.001740	-0.017395	0.003662	0.564575
	0.001760	-0.018005	0.002899	0.558472
	0.001780	-0.015564	0.003967	0.563049
	0.001800	-0.013428	0.002747	0.556641
	0.001820	-0.015869	0.000305	0.557251
	0.001840	-0.016174	0.000610	0.560608
	0.001860	-0.020905	0.000916	0.558777
	0.001880	-0.015564	-0.000916	0.557556
	0.001900	-0.012207	-0.003967	0.559082
	0.001920	-0.014191	-0.005493	0.563660
	0.001940	-0.012970	-0.006104	0.565186
	0.001960	-0.012665	-0.003204	0.568542
	0.001980	-0.013580	-0.004120	0.567932
	0.002000	-0.012512	-0.005188	0.563660
	0.002020	-0.014191	-0.004272	0.561829
	0.002040	-0.011749	-0.002899	0.562439
	0.002060	-0.009766	-0.001068	0.570068
	0.002080	-0.007324	-0.001068	0.561829
	0.002100	-0.007477	-0.000610	0.566406
	0.002120	-0.008392	0.000458	0.574951
	0.002140	-0.006256	0.000305	0.566406
	0.002160	-0.009766	-0.002747	0.565186
	0.002180	-0.013885	-0.005341	0.561218
	0.002200	-0.011749	-0.003357	0.561829
	0.002220	-0.008850	-0.003510	0.570679
	0.002240	-0.010529	-0.002594	0.568237
	0.002260	-0.013275	-0.004883	0.573120
	0.002280	-0.012512	-0.004578	0.572815
	0.002300	-0.014954	-0.009460	0.570984
	0.002320	-0.019379	-0.009613	0.562134
	0.002340	-0.017395	-0.008392	0.555420
	0.002360	-0.016785	-0.007782	0.558472
	0.002380	-0.017090	-0.008545	0.562439
	0.002400	-0.020294	-0.007782	0.567017
	0.002420	-0.020294	-0.007629	0.574036
	0.002440	-0.020752	-0.003510	0.580139
	0.002460	-0.020752	-0.004578	0.576782
	0.002480	-0.020905	-0.004425	0.574646
	0.002500	-0.021515	-0.003662	0.574341
	0.002520	-0.018921	-0.002899	0.578918
	0.002540	-0.023193	-0.003204	0.583496
	0.002560	-0.023651	-0.007477	0.580139
	0.002580	-0.024567	-0.007477	0.580750
	0.002600	-0.025024	-0.009460	0.574341
	0.002620	-0.022888	-0.007935	0.581360
	0.002640	-0.024414	-0.007782	0.578918
	0.002660	-0.018463	-0.008240	0.578003
	0.002680	-0.019836	-0.009613	0.578003
	0.002700	-0.021515	-0.011139	0.573425
	0.002720	-0.017242	-0.011597	0.570984
	0.002740	-0.019226	-0.009918	0.574951
	0.002760	-0.016479	-0.010529	0.564575
	0.002780	-0.017700	-0.011444	0.564575
	0.002800	-0.019531	-0.009308	0.561218
	0.002820	-0.020447	-0.012817	0.555420
	0.002840	-0.020142	-0.011597	0.556335
	0.002860	-0.021362	-0.012817	0.549316
	0.002880	-0.016022	-0.012970	0.548096
	0.002900	-0.016327	-0.016632	0.549316
	0.002920	-0.018005	-0.016937	0.543823
	0.002940	-0.017242	-0.019073	0.542908
	0.002960	-0.017853	-0.016937	0.543518
	0.002980	-0.016785	-0.015869	0.546875
	0.003000	-0.019989	-0.018463	0.546875
	0.003020	-0.024109	-0.019073	0.545044
	0.003040	-0.022888	-0.018463	0.540466
	0.003060	-0.023804	-0.016937	0.539551
	0.003080	-0.023346	-0.017548	0.541687
	0.003100	-0.019379	-0.016632	0.538025
	0.003120	-0.019226	-0.017548	0.541992
	0.003140	-0.019531	-0.015564	0.540161
